# utc,dec,hex
60513368,217795,0x352C3
60525835,430808,0x692D8
60538303,625823,0x98C9F
60550771,759086,0xB952E
60563240,799619,0xC3383
60575708,755794,0xB8852
60588175,670715,0xA3BFB
60600643,592454,0x90A46
60613111,549879,0x863F7
60625579,537328,0x832F0
60638047,501867,0x7A86B
60650514,378194,0x5C552
60662982,172871,0x2A347
60675450,29812,0x7474
60687919,3139,0xC43
60700387,1090,0x442
60712855,2235,0x8BB
60725323,8496,0x2130
60737790,64763,0xFCFB
60750258,236276,0x39AF4
60762727,450913,0x6E161
60775195,638754,0x9BF22
60787663,754191,0xB820F
60800131,770298,0xBC0FA
60812599,704161,0xABEA1
60825068,605456,0x93D10
60837536,522739,0x7F9F3
60850003,481516,0x758EC
60862471,474989,0x73F6D
60874940,454520,0x6EF78
60887408,354345,0x56829
60899875,168372,0x291B4
60912343,30165,0x75D5
60924810,2872,0xB38
60937277,327,0x147
60949743,1030,0x406
60962210,5175,0x1437
60974677,43214,0xA8CE
60987144,197721,0x30459
60999610,411414,0x64716
61012077,581039,0x8DDAF
61024544,652464,0x9F4B0
61037011,612771,0x959A3
61049478,502644,0x7AB74
61061945,386289,0x5E4F1
61074411,311828,0x4C214
61086878,295231,0x4813F
61099345,317300,0x4D774
61111811,321629,0x4E85D
61124279,248298,0x3C9EA
61136745,107799,0x1A517
61149212,18812,0x497C
61161678,4353,0x1101
61174145,3476,0xD94
61186611,7201,0x1C21
61199077,47248,0xB890
61211543,188035,0x2DE83
61224010,358132,0x576F4
61236476,467071,0x7207F
61248943,484650,0x7652A
61261410,426419,0x681B3
61273876,338796,0x52B6C
61286343,266057,0x40F49
61298810,230984,0x38648
61311278,228733,0x37D7D
61323746,217200,0x35070
61336213,139009,0x21F01
61348680,36558,0x8ECE
61361148,3483,0xD9B
61373616,16774818,0xFFF6A2
61386083,16772105,0xFFEC09
61398551,16772518,0xFFEDA6
61411020,16775389,0xFFF8DD
61423488,2780,0xADC
61435956,28059,0x6D9B
61448425,146154,0x23AEA
61460893,298515,0x48E13
61473361,359154,0x57AF2
61485829,310683,0x4BD9B
61498297,200152,0x30DD8
61510765,91331,0x164C3
61523232,31330,0x7A62
61535698,19385,0x4BB9
61548166,20868,0x5184
61560633,15323,0x3BDB
61573100,6682,0x1A1A
61585567,337,0x151
61598034,16770698,0xFFE68A
61610501,16757167,0xFFB1AF
61622969,16749080,0xFF9218
61635436,16762407,0xFFC627
61647903,16771996,0xFFEB9C
61660370,16776979,0xFFFF13
61672837,5196,0x144C
61685304,29269,0x7255
61697771,109134,0x1AA4E
61710238,180547,0x2C143
61722705,180250,0x2C01A
61735172,122283,0x1DDAB
61747640,52410,0xCCBA
61760109,17675,0x450B
61772577,10288,0x2830
61785045,6771,0x1A73
61797513,2634,0xA4A
61809980,16774317,0xFFF4AD
61822448,16752038,0xFF9DA6
61834917,16680257,0xFE8541
61847384,16635732,0xFDD754
61859853,16681691,0xFE8ADB
61872321,16750566,0xFF97E6
61884790,16772709,0xFFEE65
61897258,1286,0x506
61909726,9249,0x2421
61922194,39554,0x9A82
61934662,72527,0x11B4F
61947130,45284,0xB0E4
61959599,13073,0x3311
61972066,5376,0x1500
61984534,3295,0xCDF
61997002,2782,0xADE
62009470,2825,0xB09
62021938,1868,0x74C
62034406,16775851,0xFFFAAB
62046873,16760602,0xFFBF1A
62059341,16682389,0xFE8D95
62071809,16584032,0xFD0D60
62084277,16578859,0xFCF92B
62096747,16664974,0xFE498E
62109215,16750719,0xFF987F
62121684,16773670,0xFFF226
62134153,1979,0x7BB
62146621,7056,0x1B90
62159089,11187,0x2BB3
62171557,10576,0x2950
62184024,6745,0x1A59
62196492,3672,0xE58
62208960,2003,0x7D3
62221429,1476,0x5C4
62233897,1219,0x4C3
62246366,16776936,0xFFFEE8
62258835,16771311,0xFFE8EF
62271305,16726162,0xFF3892
62283774,16603295,0xFD589F
62296243,16517254,0xFC0886
62308712,16535527,0xFC4FE7
62321180,16638112,0xFDE0A0
62333649,16741569,0xFF74C1
62346117,16772562,0xFFEDD2
62358586,1023,0x3FF
62371054,4652,0x122C
62383522,6187,0x182B
62395990,4874,0x130A
62408458,2147,0x863
62420926,16776906,0xFFFECA
62433395,16775503,0xFFF94F
62445862,16775270,0xFFF866
62458330,16775401,0xFFF8E9
62470797,16774188,0xFFF42C
62483265,16760979,0xFFC093
62495732,16664128,0xFE4640
62508199,16479869,0xFB767D
62520666,16342188,0xF95CAC
62533134,16302481,0xF8C191
62545603,16352430,0xF984AE
62558071,16462877,0xFB341D
62570539,16607754,0xFD6A0A
62583007,16731915,0xFF4F0B
62595475,16771408,0xFFE950
62607944,337,0x151
62620411,3254,0xCB6
62632879,3825,0xEF1
62645347,2218,0x8AA
62657815,16777005,0xFFFF2D
62670283,16774912,0xFFF700
62682751,16773829,0xFFF2C5
62695218,16773748,0xFFF274
62707685,16773389,0xFFF10D
62720152,16766964,0xFFD7F4
62732619,16699199,0xFECF3F
62745086,16517966,0xFC0B4E
62757554,16338579,0xF94E93
62770022,16248592,0xF7EF10
62782489,16265301,0xF83055
62794955,16367976,0xF9C168
62807422,16524563,0xFC2513
62819889,16687938,0xFEA342
62832357,16764663,0xFFCEF7
62844824,16775964,0xFFFB1C
62857291,1659,0x67B
62869758,2236,0x8BC
62882226,851,0x353
62894693,16775894,0xFFFAD6
62907161,16774033,0xFFF391
62919628,16772994,0xFFEF82
62932095,16772043,0xFFEBCB
62944563,16762542,0xFFC6AE
62957030,16677713,0xFE7B51
62969498,16477936,0xFB6EF0
62981965,16275319,0xF85777
62994433,16152794,0xF678DA
63006900,16138869,0xF64275
63019367,16222840,0xF78A78
63031834,16375199,0xF9DD9F
63044303,16566616,0xFCC958
63056771,16724467,0xFF31F3
63069239,16771674,0xFFEA5A
63081707,16777117,0xFFFF9D
63094175,1130,0x46A
63106643,91,0x5B
63119111,16775078,0xFFF7A6
63131579,16772937,0xFFEF49
63144047,16771832,0xFFEAF8
63156515,16771583,0xFFE9FF
63168984,16769692,0xFFE29C
63181453,16736333,0xFF604D
63193921,16586912,0xFD18A0
63206390,16368485,0xF9C365
63218859,16195542,0xF71FD6
63231328,16122469,0xF60265
63243796,16155142,0xF68206
63256264,16267377,0xF83871
63268732,16429544,0xFAB1E8
63281201,16615385,0xFD87D9
63293670,16744254,0xFF7F3E
63306138,16773531,0xFFF19B
63318606,120,0x78
63331074,1001,0x3E9
63343543,16777090,0xFFFF82
63356011,16775011,0xFFF763
63368480,16773112,0xFFEFF8
63380948,16772001,0xFFEBA1
63393417,16770142,0xFFE45E
63405885,16744267,0xFF7F4B
63418353,16611412,0xFD7854
63430821,16394163,0xFA27B3
63443289,16202728,0xF73BE8
63455757,16097245,0xF59FDD
63468225,16092962,0xF58F22
63480693,16172243,0xF6C4D3
63493161,16308532,0xF8D934
63505628,16483413,0xFB8455
63518096,16665616,0xFE4C10
63530564,16760447,0xFFBE7F
63543032,16775148,0xFFF7EC
63555500,381,0x17D
63567968,394,0x18A
63580436,16775979,0xFFFB2B
63592905,16773860,0xFFF2E4
63605373,16772319,0xFFECDF
63617841,16771284,0xFFE8D4
63630309,16764247,0xFFCD57
63642777,16693370,0xFEB87A
63655246,16502463,0xFBCEBF
63667714,16284970,0xF87D2A
63680183,16130481,0xF621B1
63692653,16077822,0xF553FE
63705122,16123823,0xF607AF
63717591,16241774,0xF7D46E
63730059,16406423,0xFA5797
63742527,16596850,0xFD3F72
63754996,16737589,0xFF6535
63767464,16772972,0xFFEF6C
63779932,87,0x57
63792399,1106,0x452
63804867,89,0x59
63817335,16775422,0xFFF8FE
63829804,16773807,0xFFF2AF
63842272,16772498,0xFFED92
63854741,16766665,0xFFD6C9
63867210,16704004,0xFEE204
63879680,16517821,0xFC0ABD
63892149,16299126,0xF8B476
63904619,16142055,0xF64EE7
63917089,16083152,0xF568D0
63929558,16117181,0xF5EDBD
63942027,16214840,0xF76B38
63954496,16347497,0xF97169
63966966,16500664,0xFBC7B8
63979436,16659291,0xFE335B
63991905,16754746,0xFFA83A
64004374,16773547,0xFFF1AB
64016843,16777064,0xFFFF68
64029312,1479,0x5C7
64041781,1620,0x654
64054250,673,0x2A1
64066719,16776232,0xFFFC28
64079188,16773401,0xFFF119
64091656,16755124,0xFFA9B4
64104125,16647201,0xFE0421
64116594,16456254,0xFB1A3E
64129063,16288575,0xF88B3F
64141531,16191688,0xF710C8
64154000,16176867,0xF6D6E3
64166469,16233744,0xF7B510
64178937,16344791,0xF966D7
64191405,16497914,0xFBBCFA
64203873,16667529,0xFE5389
64216342,16760298,0xFFBDEA
64228810,16775649,0xFFF9E1
64241278,1570,0x622
64253748,2169,0x879
64266216,832,0x340
64278685,16776143,0xFFFBCF
64291153,16774802,0xFFF692
64303621,16774129,0xFFF3F1
64316089,16772610,0xFFEE02
64328558,16753965,0xFFA52D
64341027,16634758,0xFDD386
64353496,16421883,0xFA93FB
64365965,16245474,0xF7E2E2
64378434,16168503,0xF6B637
64390903,16199476,0xF72F34
64403372,16313671,0xF8ED47
64415840,16480308,0xFB7834
64428309,16661309,0xFE3B3D
64440778,16759536,0xFFBAF0
64453248,16775775,0xFFFA5F
64465717,1938,0x792
64478187,2719,0xA9F
64490656,1306,0x51A
64503124,16776267,0xFFFC4B
64515592,16774490,0xFFF55A
64528060,16773825,0xFFF2C1
64540529,16773548,0xFFF1AC
64552998,16770575,0xFFE60F
64565467,16730184,0xFF4848
64577936,16574467,0xFCE803
64590404,16379730,0xF9EF52
64602874,16256047,0xF80C2F
64615343,16238868,0xF7C914
64627812,16319705,0xF904D9
64640281,16468414,0xFB49BE
64652749,16645323,0xFDFCCB
64665217,16754264,0xFFA658
64677686,16774947,0xFFF723
64690154,1492,0x5D4
64702622,2761,0xAC9
64715090,1834,0x72A
64727559,16777043,0xFFFF53
64740028,16775214,0xFFF82E
64752497,16774363,0xFFF4DB
64764965,16774358,0xFFF4D6
64777434,16774167,0xFFF417
64789903,16772650,0xFFEE2A
64802371,16768413,0xFFDD9D
64814840,16751834,0xFF9CDA
64827308,16717141,0xFF1555
64839777,16704740,0xFEE4E4
64852245,16729017,0xFF43B9
64864714,16757166,0xFFB1AE
64877182,16767795,0xFFDB33
64889651,16771530,0xFFE9CA
64902120,16774155,0xFFF40B
64914589,16776192,0xFFFC00
64927058,303,0x12F
64939527,834,0x342
64951996,701,0x2BD
64964465,192,0xC0
64976934,16776807,0xFFFE67
64989402,16776260,0xFFFC44
65001871,16775831,0xFFFA97
65014340,16775482,0xFFF93A
65026809,16775193,0xFFF819
65039279,16774944,0xFFF720
65051749,16774789,0xFFF685
65064218,16774766,0xFFF66E
65076687,16774871,0xFFF6D7
65089156,16775046,0xFFF786
65101625,16775179,0xFFF80B
65114095,16775182,0xFFF80E
65126565,16774859,0xFFF6CB
65139035,16774028,0xFFF38C
65151505,16772631,0xFFEE17
65163974,16770810,0xFFE6FA
65176443,16768637,0xFFDE7D
65188912,16766176,0xFFD4E0
65201382,16763699,0xFFCB33
65213851,16762406,0xFFC626
65226320,16763675,0xFFCB1B
65238789,16766250,0xFFD52A
65251258,16768313,0xFFDD39
65263726,16769626,0xFFE25A
65276195,16770367,0xFFE53F
65288663,16770852,0xFFE724
65301132,16771283,0xFFE8D3
65313601,16771516,0xFFE9BC
65326069,16771721,0xFFEA89
65338538,16772154,0xFFEC3A
65351006,16772821,0xFFEED5
65363473,16773658,0xFFF21A
65375942,16774475,0xFFF54B
65388411,16774866,0xFFF6D2
65400880,16774537,0xFFF589
65413349,16773520,0xFFF190
65425818,16772163,0xFFEC43
65438287,16770976,0xFFE7A0
65450756,16770269,0xFFE4DD
65463225,16769960,0xFFE3A8
65475694,16769879,0xFFE357
65488163,16769618,0xFFE252
65500631,16769131,0xFFE06B
65513100,16768662,0xFFDE96
65525568,16768355,0xFFDD63
65538037,16768048,0xFFDC30
65550506,16767801,0xFFDB39
65562975,16768198,0xFFDCC6
65575444,16769293,0xFFE10D
65587913,16770536,0xFFE5E8
65600382,16771531,0xFFE9CB
65612851,16772292,0xFFECC4
65625321,16772721,0xFFEE71
65637790,16772650,0xFFEE2A
65650260,16772055,0xFFEBD7
65662729,16770934,0xFFE776
65675198,16769233,0xFFE0D1
65687667,16766916,0xFFD7C4
65700137,16763427,0xFFCA23
65712606,16757810,0xFFB432
65725075,16750181,0xFF9665
65737544,16742160,0xFF7710
65750013,16733099,0xFF53AB
65762483,16719786,0xFF1FAA
65774952,16701143,0xFED6D7
65787421,16679394,0xFE81E2
65799890,16657243,0xFE2B5B
65812359,16636014,0xFDD86E
65824829,16615995,0xFD8A3B
65837298,16597304,0xFD4138
65849768,16580767,0xFD009F
65862237,16567400,0xFCCC68
65874705,16557149,0xFCA45D
65887175,16548500,0xFC8294
65899645,16540051,0xFC6193
65912115,16531826,0xFC4172
65924583,16525173,0xFC2775
65937053,16521820,0xFC1A5C
65949521,16522903,0xFC1E97
65961991,16528890,0xFC35FA
65974460,16539919,0xFC610F
65986930,16555650,0xFC9E82
65999399,16576537,0xFCF019
66011867,16605768,0xFD6248
66024336,16646533,0xFE0185
66036805,16697670,0xFEC946
66049274,16744235,0xFF7F2B
66061743,16764440,0xFFCE18
66074213,16769285,0xFFE105
66086682,16771288,0xFFE8D8
66099152,16772363,0xFFED0B
66111622,16773006,0xFFEF8E
66124091,16773483,0xFFF16B
66136560,16773860,0xFFF2E4
66149030,16774167,0xFFF417
66161499,16774462,0xFFF53E
66173968,16774763,0xFFF66B
66186436,16775068,0xFFF79C
66198905,16775267,0xFFF863
66211373,16775152,0xFFF7F0
66223843,16774541,0xFFF58D
66236312,16773468,0xFFF15C
66248781,16772361,0xFFED09
66261251,16771710,0xFFEA7E
66273720,16771519,0xFFE9BF
66286188,16771528,0xFFE9C8
66298658,16771825,0xFFEAF1
66311128,16772412,0xFFED3C
66323597,16773101,0xFFEFED
66336067,16773834,0xFFF2CA
66348537,16774695,0xFFF627
66361006,16775674,0xFFF9FA
66373475,16776535,0xFFFD57
66385945,16776998,0xFFFF26
66398414,16777059,0xFFFF63
66410884,16776878,0xFFFEAE
66423353,16776607,0xFFFD9F
66435823,16776348,0xFFFC9C
66448292,16776133,0xFFFBC5
66460761,16775900,0xFFFADC
66473231,16775663,0xFFF9EF
66485700,16775454,0xFFF91E
66498169,16775237,0xFFF845
66510638,16774976,0xFFF740
66523106,16774743,0xFFF657
66535576,16774620,0xFFF5DC
66548045,16774595,0xFFF5C3
66560514,16774606,0xFFF5CE
66572984,16774639,0xFFF5EF
66585453,16774714,0xFFF63A
66597923,16774787,0xFFF683
66610393,16774802,0xFFF692
66622862,16774625,0xFFF5E1
66635330,16774110,0xFFF3DE
66647799,16773235,0xFFF073
66660267,16772250,0xFFEC9A
66672736,16771673,0xFFEA59
66685204,16771700,0xFFEA74
66697672,16772063,0xFFEBDF
66710140,16772572,0xFFEDDC
66722609,16773113,0xFFEFF9
66735077,16773516,0xFFF18C
66747545,16773747,0xFFF273
66760013,16773890,0xFFF302
66772481,16774013,0xFFF37D
66784948,16774144,0xFFF400
66797415,16774299,0xFFF49B
66809881,16774480,0xFFF550
66822348,16774639,0xFFF5EF
66834816,16774690,0xFFF622
66847283,16774561,0xFFF5A1
66859751,16774382,0xFFF4EE
66872218,16774417,0xFFF511
66884685,16774900,0xFFF6F4
66897152,16775915,0xFFFAEB
66909619,212,0xD4
66922086,1963,0x7AB
66934553,3560,0xDE8
66947020,4503,0x1197
66959487,4480,0x1180
66971955,3635,0xE33
66984422,2282,0x8EA
66996889,735,0x2DF
67009356,16776470,0xFFFD16
67021824,16775165,0xFFF7FD
67034291,16773990,0xFFF366
67046759,16772863,0xFFEEFF
67059227,16771664,0xFFEA50
67071695,16769967,0xFFE3AF
67084162,16766146,0xFFD4C2
67096629,16748099,0xFF8E43
67109097,16697208,0xFEC778
67121563,16637677,0xFDDEED
67134031,16593386,0xFD31EA
67146498,16564809,0xFCC249
67158965,16545868,0xFC784C
67171433,16529737,0xFC3949
67183900,16510874,0xFBEF9A
67196366,16487077,0xFB92A5
67208834,16459734,0xFB27D6
67221301,16431315,0xFAB8D3
67233769,16403386,0xFA4BBA
67246237,16377593,0xF9E6F9
67258705,16355944,0xF99268
67271173,16338051,0xF94C83
67283641,16322226,0xF90EB2
67296108,16309217,0xF8DBE1
67308575,16303190,0xF8C456
67321043,16309535,0xF8DD1F
67333510,16332116,0xF93554
67345977,16371933,0xF9D0DD
67358445,16430326,0xFAB4F6
67370912,16508733,0xFBE73D
67383380,16598086,0xFD4446
67395848,16679375,0xFE81CF
67408317,16735950,0xFF5ECE
67420786,16760253,0xFFBDBD
67433254,16766884,0xFFD7A4
67445724,16769817,0xFFE319
67458193,16771720,0xFFEA88
67470662,16772969,0xFFEF69
67483131,16773648,0xFFF210
67495599,16773897,0xFFF309
67508068,16773970,0xFFF352
67520536,16774091,0xFFF3CB
67533004,16774332,0xFFF4BC
67545473,16774657,0xFFF601
67557941,16774980,0xFFF744
67570409,16775267,0xFFF863
67582877,16775524,0xFFF964
67595346,16775803,0xFFFA7B
67607814,16776144,0xFFFBD0
67620284,16776549,0xFFFD65
67632752,16776976,0xFFFF10
67645221,143,0x8F
67657689,436,0x1B4
67670157,639,0x27F
67682626,736,0x2E0
67695096,781,0x30D
67707566,818,0x332
67720035,893,0x37D
67732505,1012,0x3F4
67744975,1187,0x4A3
67757444,1412,0x584
67769913,1641,0x669
67782382,1832,0x728
67794851,2001,0x7D1
67807320,2208,0x8A0
67819788,2565,0xA05
67832257,3162,0xC5A
67844725,3993,0xF99
67857194,4932,0x1344
67869662,5883,0x16FB
67882131,6740,0x1A54
67894600,7209,0x1C29
67907069,7318,0x1C96
67919538,7377,0x1CD1
67932006,7416,0x1CF8
67944474,7049,0x1B89
67956942,5710,0x164E
67969411,3699,0xE73
67981878,1594,0x63A
67994346,16776835,0xFFFE83
68006812,16775012,0xFFF764
68019280,16773241,0xFFF079
68031747,16771298,0xFFE8E2
68044214,16768449,0xFFDDC1
68056682,16760396,0xFFBE4C
68069149,16730071,0xFF47D7
68081616,16675270,0xFE71C6
68094083,16617207,0xFD8EF7
68106550,16563130,0xFCBBBA
68119017,16514879,0xFBFF3F
68131485,16473972,0xFB5F74
68143952,16440937,0xFADE69
68156420,16414966,0xFA78F6
68168888,16394705,0xFA29D1
68181355,16379514,0xF9EE7A
68193822,16370567,0xF9CB87
68206290,16372368,0xF9D290
68218757,16393377,0xFA24A1
68231224,16443468,0xFAE84C
68243693,16530057,0xFC3A89
68256161,16649634,0xFE0DA2
68268629,16745875,0xFF8593
68281097,16771982,0xFFEB8E
68293565,16776695,0xFFFDF7
68306033,2580,0xA14
68318500,5163,0x142B
68330968,7258,0x1C5A
68343436,8955,0x22FB
68355904,10418,0x28B2
68368372,11843,0x2E43
68380840,13520,0x34D0
68393308,15659,0x3D2B
68405775,18202,0x471A
68418243,20659,0x50B3
68430711,22244,0x56E4
68443179,22537,0x5809
68455647,21744,0x54F0
68468116,20203,0x4EEB
68480584,18318,0x478E
68493053,16607,0x40DF
68505522,15344,0x3BF0
68517990,14405,0x3845
68530459,13486,0x34AE
68542928,12367,0x304F
68555396,11010,0x2B02
68567864,9663,0x25BF
68580332,8564,0x2174
68592800,7857,0x1EB1
68605268,7486,0x1D3E
68617736,7451,0x1D1B
68630204,7572,0x1D94
68642671,7905,0x1EE1
68655138,8306,0x2072
68667605,8737,0x2221
68680073,8980,0x2314
68692541,8853,0x2295
68705009,8230,0x2026
68717477,7403,0x1CEB
68729945,6602,0x19CA
68742414,6003,0x1773
68754882,5694,0x163E
68767350,5521,0x1591
68779819,5462,0x1556
68792287,5519,0x158F
68804756,5500,0x157C
68817225,5385,0x1509
68829693,5306,0x14BA
68842161,5251,0x1483
68854629,5226,0x146A
68867098,5361,0x14F1
68879566,5562,0x15BA
68892034,5651,0x1613
68904502,5732,0x1664
68916970,5889,0x1701
68929438,6054,0x17A6
68941906,6305,0x18A1
68954374,6484,0x1954
68966842,6357,0x18D5
68979310,6096,0x17D0
68991777,5847,0x16D7
69004244,5654,0x1616
69016712,5667,0x1623
69029181,5774,0x168E
69041649,5873,0x16F1
69054117,6068,0x17B4
69066584,6291,0x1893
69079051,6522,0x197A
69091519,6877,0x1ADD
69103987,7188,0x1C14
69116455,7525,0x1D65
69128923,8142,0x1FCE
69141391,9421,0x24CD
69153859,12132,0x2F64
69166327,19347,0x4B93
69178795,39326,0x999E
69191264,72035,0x11963
69203733,107046,0x1A226
69216200,139149,0x21F8D
69228669,164920,0x28438
69241137,180305,0x2C051
69253604,180602,0x2C17A
69266072,162261,0x279D5
69278540,127894,0x1F396
69291009,87351,0x15537
69303478,51956,0xCAF4
69315946,29383,0x72C7
69328414,19276,0x4B4C
69340882,15049,0x3AC9
69353351,12814,0x320E
69365819,11499,0x2CEB
69378287,10722,0x29E2
69390756,10287,0x282F
69403224,10022,0x2726
69415694,9823,0x265F
69428162,9612,0x258C
69440631,9423,0x24CF
69453099,9174,0x23D6
69465567,8937,0x22E9
69478035,8616,0x21A8
69490503,8181,0x1FF5
69502970,7472,0x1D30
69515438,6653,0x19FD
69527906,5834,0x16CA
69540375,5269,0x1495
69552843,5074,0x13D2
69565310,5169,0x1431
69577778,5650,0x1612
69590245,6695,0x1A27
69602712,8108,0x1FAC
69615180,9597,0x257D
69627648,10734,0x29EE
69640116,11311,0x2C2F
69652584,11436,0x2CAC
69665052,11423,0x2C9F
69677521,11446,0x2CB6
69689989,11567,0x2D2F
69702457,11752,0x2DE8
69714923,12019,0x2EF3
69727391,12918,0x3276
69739858,17085,0x42BD
69752325,37394,0x9212
69764793,83353,0x14599
69777261,123274,0x1E18A
69789729,120661,0x1D755
69802196,69448,0x10F48
69814663,20109,0x4E8D
69827130,6146,0x1802
69839598,2179,0x883
69852065,16776704,0xFFFE00
69864533,16774611,0xFFF5D3
69877001,16772980,0xFFEF74
69889469,16771675,0xFFEA5B
69901936,16770576,0xFFE610
69914404,16769685,0xFFE295
69926871,16768756,0xFFDEF4
69939339,16767803,0xFFDB3B
69951807,16767100,0xFFD87C
69964275,16767313,0xFFD951
69976742,16768742,0xFFDEE6
69989210,16771019,0xFFE7CB
70001677,16773520,0xFFF190
70014145,16776095,0xFFFB9F
70026612,1770,0x6EA
70039079,5775,0x168F
70051547,20778,0x512A
70064014,79761,0x13791
70076481,156076,0x261AC
70088948,202589,0x3175D
70101415,225858,0x37242
70113881,245787,0x3C01B
70126347,274142,0x42EDE
70138814,310359,0x4BC57
70151281,347236,0x54C64
70163748,376675,0x5BF63
70176215,391028,0x5F774
70188682,383197,0x5D8DD
70201149,350776,0x55A38
70213616,301277,0x498DD
70226083,248814,0x3CBEE
70238550,204921,0x32079
70251017,173702,0x2A686
70263485,152991,0x2559F
70275952,138234,0x21BFA
70288420,125897,0x1EBC9
70300887,114780,0x1C05C
70313355,105461,0x19BF5
70325823,98460,0x1809C
70338291,91923,0x16713
70350759,80726,0x13B56
70363226,61163,0xEEEB
70375694,38256,0x9570
70388162,23489,0x5BC1
70400629,19624,0x4CA8
70413097,24423,0x5F67
70425565,39418,0x99FA
70438033,58275,0xE3A3
70450501,71788,0x1186C
70462970,85901,0x14F8D
70475439,114252,0x1BE4C
70487907,154419,0x25B33
70500374,180524,0x2C12C
70512842,167413,0x28DF5
70525311,112930,0x1B922
70537779,45685,0xB275
70550248,13092,0x3324
70562716,6455,0x1937
70575184,3798,0xED6
70587652,1915,0x77B
70600119,364,0x16C
70612587,16776183,0xFFFBF7
70625056,16774896,0xFFF6F0
70637523,16773775,0xFFF28F
70649992,16772866,0xFFEF02
70662460,16772133,0xFFEC25
70674928,16771560,0xFFE9E8
70687395,16771333,0xFFE905
70699863,16771534,0xFFE9CE
70712330,16772181,0xFFEC55
70724799,16773358,0xFFF0EE
70737267,16774911,0xFFF6FF
70749736,16776642,0xFFFDC2
70762205,1273,0x4F9
70774673,3302,0xCE6
70787142,5859,0x16E3
70799610,10884,0x2A84
70812079,34763,0x87CB
70824547,95586,0x17562
70837015,158385,0x26AB1
70849483,202482,0x316F2
70861952,235641,0x39879
70874421,267238,0x413E6
70886890,299505,0x491F1
70899358,329444,0x506E4
70911827,353421,0x5648D
70924295,369754,0x5A45A
70936762,378669,0x5C72D
70949230,380776,0x5CF68
70961698,375979,0x5BCAB
70974167,363230,0x58ADE
70986636,341171,0x534B3
70999104,310082,0x4BB42
71011572,274021,0x42E65
71024039,238900,0x3A534
71036507,208667,0x32F1B
71048974,183674,0x2CD7A
71061442,162385,0x27A51
71073910,143402,0x2302A
71086377,126111,0x1EC9F
71098844,110462,0x1AF7E
71111312,96355,0x17863
71123780,83030,0x14456
71136248,68999,0x10D87
71148715,52318,0xCC5E
71161184,33947,0x849B
71173651,20708,0x50E4
71186119,14941,0x3A5D
71198586,12924,0x327C
71211054,12539,0x30FB
71223521,13358,0x342E
71235990,15785,0x3DA9
71248458,20844,0x516C
71260925,28197,0x6E25
71273393,33828,0x8424
71285860,34757,0x87C5
71298327,34486,0x86B6
71310794,44217,0xACB9
71323261,72240,0x11A30
71335729,102203,0x18F3B
71348197,104242,0x19732
71360665,67937,0x10961
71373133,25314,0x62E2
71385600,9691,0x25DB
71398069,5810,0x16B2
71410537,3557,0xDE5
71423005,1764,0x6E4
71435473,191,0xBF
71447941,16775950,0xFFFB0E
71460409,16774581,0xFFF5B5
71472877,16773300,0xFFF0B4
71485345,16772049,0xFFEBD1
71497813,16770834,0xFFE712
71510281,16769837,0xFFE32D
71522749,16769118,0xFFE05E
71535217,16768851,0xFFDF53
71547685,16769086,0xFFE03E
71560152,16769815,0xFFE317
71572619,16771024,0xFFE7D0
71585087,16772503,0xFFED97
71597554,16774246,0xFFF466
71610022,16776189,0xFFFBFD
71622489,1108,0x454
71634957,3623,0xE27
71647424,7214,0x1C2E
71659892,17869,0x45CD
71672361,54708,0xD5B4
71684829,103351,0x193B7
71697297,137644,0x219AC
71709764,166961,0x28C31
71722232,202256,0x31610
71734700,243565,0x3B76D
71747167,283994,0x4555A
71759635,315481,0x4D059
71772102,331462,0x50EC6
71784570,326777,0x4FC79
71797037,299412,0x49194
71809505,254837,0x3E375
71821973,204682,0x31F8A
71834441,159371,0x26E8B
71846908,123438,0x1E22E
71859376,96261,0x17805
71871845,75106,0x12562
71884314,57479,0xE087
71896782,42466,0xA5E2
71909250,30861,0x788D
71921718,23444,0x5B94
71934186,19313,0x4B71
71946655,16960,0x4240
71959122,15491,0x3C83
71971591,14474,0x388A
71984059,13713,0x3591
71996528,13152,0x3360
72008996,12747,0x31CB
72021464,12402,0x3072
72033934,11957,0x2EB5
72046403,11160,0x2B98
72058872,10023,0x2727
72071341,8942,0x22EE
72083810,8313,0x2079
72096279,8506,0x213A
72108748,9549,0x254D
72121216,11502,0x2CEE
72133685,17183,0x431F
72146153,42260,0xA514
72158622,88709,0x15A85
72171092,110380,0x1AF2C
72183561,75871,0x1285F
72196030,24570,0x5FFA
72208499,6845,0x1ABD
72220968,2426,0x97A
72233437,16776789,0xFFFE55
72245906,16774356,0xFFF4D4
72258376,16772043,0xFFEBCB
72270845,16769540,0xFFE204
72283313,16766719,0xFFD6FF
72295781,16764648,0xFFCEE8
72308249,16765473,0xFFD221
72320717,16768698,0xFFDEBA
72333185,16772215,0xFFEC77
72345653,16775332,0xFFF8A4
72358121,1065,0x429
72370590,4282,0x10BA
72383059,9499,0x251B
72395528,33454,0x82AE
72407996,99811,0x185E3
72420465,176374,0x2B0F6
72432934,234449,0x393D1
72445404,261920,0x3FF20
72457873,250939,0x3D43B
72470342,206806,0x327D6
72482811,148383,0x2439F
72495280,96300,0x1782C
72507749,61627,0xF0BB
72520217,43728,0xAAD0
72532686,35461,0x8A85
72545153,30218,0x760A
72557621,25765,0x64A5
